# density, value
6.090963866275123919e-04,4.535167960575034840e+01
5.481867479647601011e-04,4.927280757405794986e+01
6.090963866275123377e-05,5.319393554236555843e+01
0.000000000000000000e+00,5.711506351067315990e+01
0.000000000000000000e+00,6.103619147898076136e+01
0.000000000000000000e+00,6.495731944728836993e+01
0.000000000000000000e+00,6.887844741559597139e+01
0.000000000000000000e+00,7.279957538390357286e+01
0.000000000000000000e+00,7.672070335221117432e+01
6.090963866275102371e-05,8.064183132051877578e+01
0.000000000000000000e+00,8.456295928882639146e+01
6.090963866275102371e-05,8.848408725713397871e+01
1.218192773255024675e-04,9.240521522544159438e+01
1.340012050580527197e-03,9.632634319374919585e+01
4.872771093020081897e-04,1.002474711620567973e+02
6.090963866275145739e-05,1.041685991303644130e+02
0.000000000000000000e+00,1.080897270986720002e+02
1.218192773255024675e-04,1.120108550669796159e+02
3.045481933137561960e-04,1.159319830352872174e+02
3.654578319765074026e-04,1.198531110035948188e+02
2.436385546510049351e-04,1.237742389719024203e+02
6.090963866275145603e-04,1.276953669402100218e+02
3.654578319765034453e-04,1.316164949085176090e+02
1.827289159882543789e-04,1.355376228768252531e+02
0.000000000000000000e+00,1.394587508451328404e+02
6.090963866275102371e-05,1.433798788134404276e+02
6.090963866275102371e-05,1.473010067817480433e+02
6.090963866275145739e-05,1.512221347500556590e+02
0.000000000000000000e+00,1.551432627183632462e+02
6.090963866275102371e-05,1.590643906866708619e+02
0.000000000000000000e+00,1.629855186549784776e+02
6.090963866275145739e-05,1.669066466232860648e+02
0.000000000000000000e+00,1.708277745915936521e+02
6.090963866275102371e-05,1.747489025599012678e+02
1.827289159882543789e-04,1.786700305282088834e+02
1.218192773255020474e-04,1.825911584965164707e+02
1.218192773255029148e-04,1.865122864648240864e+02
1.218192773255020474e-04,1.904334144331316736e+02
2.436385546510040948e-04,1.943545424014392893e+02
1.218192773255029148e-04,1.982756703697469050e+02
6.090963866275102371e-05,2.021967983380544922e+02
2.436385546510058296e-04,2.061179263063621079e+02
3.045481933137550576e-04,2.100390542746696951e+02
3.654578319765087579e-04,2.139601822429773108e+02
4.872771093020081897e-04,2.178813102112848981e+02
6.090963866275101151e-04,2.218024381795925137e+02
6.090963866275145603e-04,2.257235661479001294e+02
6.090963866275101151e-04,2.296446941162077167e+02
1.279102411917780544e-03,2.335658220845153323e+02
9.745542186040163793e-04,2.374869500528229196e+02
9.745542186040233182e-04,2.414080780211305353e+02
1.279102411917771220e-03,2.453292059894381225e+02
6.700060252902611049e-04,2.492503339577457382e+02
9.745542186040303655e-04,2.531714619260533539e+02
1.218192773255011557e-03,2.570925898943609127e+02
1.400921689243283391e-03,2.610137178626685568e+02
1.400921689243263225e-03,2.649348458309761440e+02
1.705469882557040942e-03,2.688559737992837881e+02
1.279102411917780544e-03,2.727771017675913754e+02
1.644560243894289302e-03,2.766982297358989626e+02
2.070927714533549700e-03,2.806193577042065499e+02
1.096373495929510227e-03,2.845404856725141371e+02
1.400921689243283391e-03,2.884616136408217812e+02
1.644560243894265450e-03,2.923827416091293685e+02
2.253656630521803754e-03,2.963038695774370126e+02
1.340012050580531968e-03,3.002249975457445998e+02
2.010018075870798060e-03,3.041461255140521871e+02
1.949108437208018230e-03,3.080672534823597744e+02
2.801843378486566782e-03,3.119883814506674184e+02
4.080945790404346893e-03,3.159095094189750057e+02
4.568222899706293229e-03,3.198306373872825930e+02
6.030054227612394180e-03,3.237517653555902370e+02
6.760969891565411262e-03,3.276728933238978243e+02
1.053736748865600169e-02,3.315940212922054116e+02
1.206010845522461315e-02,3.355151492605129988e+02
1.388739761510733237e-02,3.394362772288206429e+02
1.474013255638585360e-02,3.433574051971282302e+02
1.997836148138219109e-02,3.472785331654358174e+02
1.802925304417443003e-02,3.511996611337434615e+02
1.626287352295463853e-02,3.551207891020510488e+02
1.595832532964087946e-02,3.590419170703586360e+02
1.376557833778162959e-02,3.629630450386662233e+02
1.254738556452679975e-02,3.668841730069738674e+02
9.380084354063724858e-03,3.708053009752814546e+02
7.187337362204567794e-03,3.747264289435890419e+02
6.273692782263399874e-03,3.786475569118966860e+02
4.933680731682867256e-03,3.825686848802042732e+02
3.410939765114081885e-03,3.864898128485118605e+02
2.436385546510023113e-03,3.904109408168194477e+02
3.045481933137572910e-03,3.943320687851270918e+02
1.583650605231537879e-03,3.982531967534346791e+02
1.583650605231514893e-03,4.021743247217422663e+02
1.583650605231537879e-03,4.060954526900499104e+02
1.218192773255029121e-03,4.100165806583574977e+02
4.872771093020116591e-04,4.139377086266650849e+02
4.872771093020045576e-04,4.178588365949726722e+02
3.654578319765087579e-04,4.217799645632803163e+02
6.090963866275145739e-05,4.257010925315879035e+02
6.090963866275056970e-05,4.296222204998954908e+02
2.436385546510058296e-04,4.335433484682031349e+02
