# density, value
7.256866663557955122e-02,0.000000000000000000e+00
2.220039972943574271e-03,6.852293109742856991e+00
9.768175880951726533e-04,1.370458621948571398e+01
7.104127913419438242e-05,2.055687932922857186e+01
1.776031978354859561e-05,2.740917243897142797e+01
5.328095935064575632e-05,3.426146554871428407e+01
7.104127913419442308e-05,4.111375865845714372e+01
1.953635176190344331e-04,4.796605176819999627e+01
0.000000000000000000e+00,5.481834487794285593e+01
0.000000000000000000e+00,6.167063798768571559e+01
0.000000000000000000e+00,6.852293109742856814e+01
0.000000000000000000e+00,7.537522420717142779e+01
1.420825582683886835e-04,8.222751731691428745e+01
1.776031978354862203e-04,8.907981042665714710e+01
3.552063956709716817e-04,9.593210353639999255e+01
1.420825582683886835e-04,1.027843966461428522e+02
0.000000000000000000e+00,1.096366897558857119e+02
0.000000000000000000e+00,1.164889828656285715e+02
1.776031978354858544e-05,1.233412759753714312e+02
0.000000000000000000e+00,1.301935690851142908e+02
0.000000000000000000e+00,1.370458621948571363e+02
0.000000000000000000e+00,1.438981553046000101e+02
0.000000000000000000e+00,1.507504484143428556e+02
0.000000000000000000e+00,1.576027415240857010e+02
0.000000000000000000e+00,1.644550346338285749e+02
0.000000000000000000e+00,1.713073277435714203e+02
1.776031978354862271e-05,1.781596208533142942e+02
1.776031978354862271e-05,1.850119139630571397e+02
3.552063956709709634e-05,1.918642070727999851e+02
3.552063956709724542e-05,1.987165001825428590e+02
3.552063956709709634e-05,2.055687932922857044e+02
1.776031978354862271e-05,2.124210864020285783e+02
7.104127913419449084e-05,2.192733795117714237e+02
7.104127913419419269e-05,2.261256726215142692e+02
3.552063956709724542e-05,2.329779657312571430e+02
0.000000000000000000e+00,2.398302588409999885e+02
5.328095935064587152e-05,2.466825519507428623e+02
1.065619187012912958e-04,2.535348450604857078e+02
5.328095935064587152e-05,2.603871381702285817e+02
8.880159891774311017e-05,2.672394312799714271e+02
3.552063956709724542e-05,2.740917243897142725e+02
8.880159891774237833e-05,2.809440174994571180e+02
1.776031978354862271e-05,2.877963106092000203e+02
7.104127913419449084e-05,2.946486037189428657e+02
5.328095935064587152e-05,3.015008968286857112e+02
1.776031978354862271e-05,3.083531899384285566e+02
7.104127913419389453e-05,3.152054830481714021e+02
5.328095935064587152e-05,3.220577761579143043e+02
1.243222384848403624e-04,3.289100692676571498e+02
2.486444769696807247e-04,3.357623623773999952e+02
3.019254363203265827e-04,3.426146554871428407e+02
3.019254363203240348e-04,3.494669485968856861e+02
8.880159891774311017e-05,3.563192417066285884e+02
3.729667154545211142e-04,3.631715348163714339e+02
2.841651165367779634e-04,3.700238279261142793e+02
4.795286341558128301e-04,3.768761210358571248e+02
5.860905528570996672e-04,3.837284141455999702e+02
8.347350298267853250e-04,3.905807072553428725e+02
4.795286341558128301e-04,3.974330003650857179e+02
5.328095935064586881e-04,4.042852934748285634e+02
6.038508726406531654e-04,4.111375865845714088e+02
1.083379506796456997e-03,4.179898796943142543e+02
9.057763089609796939e-04,4.248421728040571566e+02
1.296503344199049319e-03,4.316944659138000020e+02
1.136660466147111853e-03,4.385467590235428474e+02
1.438585902467438490e-03,4.453990521332856929e+02
1.633949420086459750e-03,4.522513452430285383e+02
1.722751019004216400e-03,4.591036383527714406e+02
2.344362211428418184e-03,4.659559314625142861e+02
2.415403490562612662e-03,4.728082245722571315e+02
2.681808287315842060e-03,4.796605176819999770e+02
2.823890845584207596e-03,4.865128107917428224e+02
3.037014682986814446e-03,4.933651039014857247e+02
3.179097241255203835e-03,5.002173970112285701e+02
3.143576601688079925e-03,5.070696901209714156e+02
3.250138520389397878e-03,5.139219832307143179e+02
3.481022677575529821e-03,5.207742763404571633e+02
3.498782997359078765e-03,5.276265694502000088e+02
2.859411485151328036e-03,5.344788625599428542e+02
3.143576601688106379e-03,5.413311556696856996e+02
2.610767008181647583e-03,5.481834487794285451e+02
2.220039972943578174e-03,5.550357418891713905e+02
2.202279653160029230e-03,5.618880349989142360e+02
1.793792298138381170e-03,5.687403281086570814e+02
1.616189100302924684e-03,5.755926212184000406e+02
1.456346222250987218e-03,5.824449143281428860e+02
1.651709739870021922e-03,5.892972074378857315e+02
8.169747100432367057e-04,5.961495005476285769e+02
8.702556693938824552e-04,6.030017936573714223e+02
6.216111924242017847e-04,6.098540867671142678e+02
4.972889539393614495e-04,6.167063798768571132e+02
3.729667154545211142e-04,6.235586729865999587e+02
4.084873550216183528e-04,6.304109660963428041e+02
1.065619187012899677e-04,6.372632592060856496e+02
1.776031978354862203e-04,6.441155523158286087e+02
5.328095935064587152e-05,6.509678454255714541e+02
1.776031978354862271e-05,6.578201385353142996e+02
1.776031978354862271e-05,6.646724316450571450e+02
0.000000000000000000e+00,6.715247247547999905e+02
5.328095935064587152e-05,6.783770178645428359e+02
