# density, value
2.499611656381487058e-05,0.000000000000000000e+00
0.000000000000000000e+00,1.457952422129557668e+01
0.000000000000000000e+00,2.915904844259115336e+01
0.000000000000000000e+00,4.373857266388672826e+01
0.000000000000000000e+00,5.831809688518230672e+01
0.000000000000000000e+00,7.289762110647788518e+01
0.000000000000000000e+00,8.747714532777345653e+01
0.000000000000000000e+00,1.020566695490690421e+02
0.000000000000000000e+00,1.166361937703646134e+02
0.000000000000000000e+00,1.312157179916601990e+02
0.000000000000000000e+00,1.457952422129557704e+02
0.000000000000000000e+00,1.603747664342513417e+02
0.000000000000000000e+00,1.749542906555469131e+02
0.000000000000000000e+00,1.895338148768424844e+02
0.000000000000000000e+00,2.041133390981380842e+02
0.000000000000000000e+00,2.186928633194336555e+02
0.000000000000000000e+00,2.332723875407292269e+02
0.000000000000000000e+00,2.478519117620247982e+02
0.000000000000000000e+00,2.624314359833203980e+02
1.249805828190744037e-05,2.770109602046159694e+02
0.000000000000000000e+00,2.915904844259115407e+02
0.000000000000000000e+00,3.061700086472071121e+02
0.000000000000000000e+00,3.207495328685026834e+02
3.749417484572232281e-05,3.353290570897982548e+02
1.249805828190744037e-05,3.499085813110938261e+02
0.000000000000000000e+00,3.644881055323893975e+02
0.000000000000000000e+00,3.790676297536849688e+02
0.000000000000000000e+00,3.936471539749805970e+02
0.000000000000000000e+00,4.082266781962761684e+02
0.000000000000000000e+00,4.228062024175717397e+02
0.000000000000000000e+00,4.373857266388673111e+02
1.249805828190744037e-05,4.519652508601628824e+02
1.249805828190744037e-05,4.665447750814584538e+02
1.249805828190744037e-05,4.811242993027540251e+02
0.000000000000000000e+00,4.957038235240495965e+02
0.000000000000000000e+00,5.102833477453451678e+02
0.000000000000000000e+00,5.248628719666407960e+02
1.249805828190739124e-05,5.394423961879363105e+02
1.249805828190748780e-05,5.540219204092319387e+02
2.499611656381478249e-05,5.686014446305274532e+02
3.749417484572246511e-05,5.831809688518230814e+02
6.249029140953695622e-05,5.977604930731185959e+02
8.748640797335173870e-05,6.123400172944142241e+02
9.998446625525990244e-05,6.269195415157098523e+02
7.498834969144434746e-05,6.414990657370053668e+02
1.249805828190748882e-04,6.560785899583009950e+02
1.624747576647960726e-04,6.706581141795965095e+02
1.624747576647973465e-04,6.852376384008921377e+02
2.624592239200552297e-04,6.998171626221876522e+02
3.374475736115022063e-04,7.143966868434832804e+02
3.999378650210365198e-04,7.289762110647787949e+02
3.124514570476872341e-04,7.435557352860744231e+02
3.874398067391291150e-04,7.581352595073699376e+02
5.124203895582030545e-04,7.727147837286655658e+02
4.874242729943920396e-04,7.872943079499611940e+02
5.874087392496473749e-04,8.018738321712567085e+02
8.373699048878017592e-04,8.164533563925523367e+02
8.498679631697026587e-04,8.310328806138478512e+02
1.212311653345026288e-03,8.456124048351434794e+02
1.149821361935479940e-03,8.601919290564389939e+02
1.512265052110806172e-03,8.747714532777346221e+02
1.824716509158478932e-03,8.893509774990301366e+02
2.162164082769995558e-03,9.039305017203257648e+02
2.174662141051885832e-03,9.185100259416212793e+02
2.512109714663385545e-03,9.330895501629169075e+02
2.474615539817682629e-03,9.476690743842125357e+02
2.974537871093959306e-03,9.622485986055080502e+02
3.187004861886410124e-03,9.768281228268036784e+02
3.137012628758754917e-03,9.914076470480991929e+02
2.962039812812075103e-03,1.005987171269394821e+03
3.586942726907449246e-03,1.020566695490690336e+03
3.486958260652134930e-03,1.035146219711985850e+03
3.311985444705484172e-03,1.049725743933281592e+03
3.174506803604502502e-03,1.064305268154577107e+03
3.199502920168267005e-03,1.078884792375872621e+03
2.787066996865370135e-03,1.093464316597168363e+03
2.862055346556814997e-03,1.108043840818463877e+03
2.412125248408145389e-03,1.122623365039759392e+03
1.862210684004186835e-03,1.137202889261054906e+03
1.687237868057511140e-03,1.151782413482350648e+03
1.399782527573638661e-03,1.166361937703646163e+03
1.374786411009823635e-03,1.180941461924941677e+03
7.873776717601594548e-04,1.195520986146237192e+03
7.623815551963567883e-04,1.210100510367532934e+03
6.623970889410968994e-04,1.224680034588828448e+03
4.874242729943844502e-04,1.239259558810123963e+03
2.624592239200572354e-04,1.253839083031419705e+03
2.874553404838722619e-04,1.268418607252715219e+03
3.124514570476872341e-04,1.282998131474010734e+03
2.499611656381458733e-04,1.297577655695306248e+03
9.998446625525990244e-05,1.312157179916601990e+03
1.249805828190748882e-04,1.326736704137897505e+03
3.749417484572246511e-05,1.341316228359193019e+03
2.499611656381458597e-05,1.355895752580488534e+03
1.249805828190748780e-05,1.370475276801784275e+03
3.749417484572246511e-05,1.385054801023079790e+03
0.000000000000000000e+00,1.399634325244375304e+03
1.249805828190748780e-05,1.414213849465671046e+03
1.249805828190748780e-05,1.428793373686966561e+03
2.499611656381497561e-05,1.443372897908262075e+03
