# density, value
7.605109174725472568e-05,8.715010179163477915e+02
0.000000000000000000e+00,8.826917031548401837e+02
0.000000000000000000e+00,8.938823883933324623e+02
0.000000000000000000e+00,9.050730736318248546e+02
0.000000000000000000e+00,9.162637588703172469e+02
0.000000000000000000e+00,9.274544441088095255e+02
0.000000000000000000e+00,9.386451293473019177e+02
0.000000000000000000e+00,9.498358145857943100e+02
0.000000000000000000e+00,9.610264998242867023e+02
7.605109174725472568e-05,9.722171850627789809e+02
0.000000000000000000e+00,9.834078703012713731e+02
7.605109174725549817e-05,9.945985555397637654e+02
0.000000000000000000e+00,1.005789240778256044e+03
7.605109174725472568e-05,1.016979926016748436e+03
0.000000000000000000e+00,1.028170611255240829e+03
0.000000000000000000e+00,1.039361296493733107e+03
0.000000000000000000e+00,1.050551981732225613e+03
0.000000000000000000e+00,1.061742666970717892e+03
7.605109174725549817e-05,1.072933352209210170e+03
1.521021834945079064e-04,1.084124037447702449e+03
1.521021834945109963e-04,1.095314722686194955e+03
2.281532752417618460e-04,1.106505407924687233e+03
3.042043669890219927e-04,1.117696093163179739e+03
1.521021834945109963e-04,1.128886778401672018e+03
7.605109174725549817e-05,1.140077463640164297e+03
1.521021834945079064e-04,1.151268148878656575e+03
1.521021834945109963e-04,1.162458834117149081e+03
4.563065504835236920e-04,1.173649519355641360e+03
3.042043669890219927e-04,1.184840204594133866e+03
3.802554587362775044e-04,1.196030889832626144e+03
3.802554587362697524e-04,1.207221575071118423e+03
4.563065504835330161e-04,1.218412260309610929e+03
3.042043669890219927e-04,1.229602945548103207e+03
3.042043669890158127e-04,1.240793630786595486e+03
4.563065504835330161e-04,1.251984316025087992e+03
3.802554587362775044e-04,1.263175001263580270e+03
3.042043669890158127e-04,1.274365686502072549e+03
6.084087339780439854e-04,1.285556371740565055e+03
9.126131009670473840e-04,1.296747056979057334e+03
2.281532752417665081e-04,1.307937742217549840e+03
2.281532752417665081e-04,1.319128427456042118e+03
5.323576422307885279e-04,1.330319112694534397e+03
2.281532752417618460e-04,1.341509797933026675e+03
4.563065504835330161e-04,1.352700483171519181e+03
1.521021834945079064e-04,1.363891168410011460e+03
3.042043669890219927e-04,1.375081853648503966e+03
4.563065504835330161e-04,1.386272538886996244e+03
3.802554587362775044e-04,1.397463224125488523e+03
6.844598257252855651e-04,1.408653909363980802e+03
8.365620092198104664e-04,1.419844594602473308e+03
6.844598257252855651e-04,1.431035279840965586e+03
1.216817467956087971e-03,1.442225965079458092e+03
1.368919651450598886e-03,1.453416650317950371e+03
1.216817467956087971e-03,1.464607335556442649e+03
1.368919651450571130e-03,1.475798020794934928e+03
1.140766376208832405e-03,1.486988706033427434e+03
1.673124018439586889e-03,1.498179391271919712e+03
1.368919651450598886e-03,1.509370076510412218e+03
1.977328385428642980e-03,1.520560761748904497e+03
1.825226201934132065e-03,1.531751446987396776e+03
2.433634935912126502e-03,1.542942132225889054e+03
2.585737119406634598e-03,1.554132817464381560e+03
2.889941486395708903e-03,1.565323502702874066e+03
2.889941486395708903e-03,1.576514187941366345e+03
3.726503495615519045e-03,1.587704873179858623e+03
3.878605679110030176e-03,1.598895558418350902e+03
3.270196945131919729e-03,1.610086243656843180e+03
3.042043669890158019e-03,1.621276928895335686e+03
2.585737119406687073e-03,1.632467614133828192e+03
3.498350220373752997e-03,1.643658299372320471e+03
3.118094761637475384e-03,1.654848984610812749e+03
1.977328385428602647e-03,1.666039669849305028e+03
3.270196945131986516e-03,1.677230355087797534e+03
2.661788211153888212e-03,1.688421040326289813e+03
3.042043669890220035e-03,1.699611725564782319e+03
1.977328385428642980e-03,1.710802410803274597e+03
1.749175110186876499e-03,1.721993096041766876e+03
1.825226201934094768e-03,1.733183781280259154e+03
1.140766376208832405e-03,1.744374466518751660e+03
1.368919651450571130e-03,1.755565151757243939e+03
1.901277293681387197e-03,1.766755836995736445e+03
1.368919651450598886e-03,1.777946522234228723e+03
1.140766376208832405e-03,1.789137207472721002e+03
7.605109174725395048e-04,1.800327892711213281e+03
1.064715284461577056e-03,1.811518577949705787e+03
9.886641927143013237e-04,1.822709263188198065e+03
1.521021834945109963e-04,1.833899948426690571e+03
4.563065504835330161e-04,1.845090633665182850e+03
6.084087339780439854e-04,1.856281318903675128e+03
3.802554587362697524e-04,1.867472004142167407e+03
6.084087339780316255e-04,1.878662689380659913e+03
3.802554587362775044e-04,1.889853374619152419e+03
3.802554587362775044e-04,1.901044059857644697e+03
1.521021834945109963e-04,1.912234745096136976e+03
7.605109174725395319e-05,1.923425430334629255e+03
3.802554587362775044e-04,1.934616115573121760e+03
7.605109174725549817e-05,1.945806800811614039e+03
7.605109174725395319e-05,1.956997486050106318e+03
0.000000000000000000e+00,1.968188171288598824e+03
1.521021834945109963e-04,1.979378856527091102e+03
