# density, value
3.279329309887974646e-04,0.000000000000000000e+00
2.186219539925316589e-05,1.216194107665617175e+01
8.744878159701263644e-05,2.432388215331234349e+01
4.372439079850633855e-05,3.648582322996851701e+01
0.000000000000000000e+00,4.864776430662468698e+01
0.000000000000000000e+00,6.080970538328085695e+01
0.000000000000000000e+00,7.297164645993703402e+01
0.000000000000000000e+00,8.513358753659319689e+01
0.000000000000000000e+00,9.729552861324937396e+01
0.000000000000000000e+00,1.094574696899055510e+02
0.000000000000000000e+00,1.216194107665617139e+02
0.000000000000000000e+00,1.337813518432178910e+02
0.000000000000000000e+00,1.459432929198740680e+02
0.000000000000000000e+00,1.581052339965302451e+02
0.000000000000000000e+00,1.702671750731863938e+02
0.000000000000000000e+00,1.824291161498425708e+02
0.000000000000000000e+00,1.945910572264987479e+02
0.000000000000000000e+00,2.067529983031549250e+02
0.000000000000000000e+00,2.189149393798111021e+02
0.000000000000000000e+00,2.310768804564672507e+02
0.000000000000000000e+00,2.432388215331234278e+02
0.000000000000000000e+00,2.554007626097796049e+02
0.000000000000000000e+00,2.675627036864357819e+02
0.000000000000000000e+00,2.797246447630919306e+02
0.000000000000000000e+00,2.918865858397481361e+02
0.000000000000000000e+00,3.040485269164042847e+02
0.000000000000000000e+00,3.162104679930604902e+02
0.000000000000000000e+00,3.283724090697166389e+02
0.000000000000000000e+00,3.405343501463727875e+02
0.000000000000000000e+00,3.526962912230289930e+02
0.000000000000000000e+00,3.648582322996851417e+02
0.000000000000000000e+00,3.770201733763413472e+02
0.000000000000000000e+00,3.891821144529974958e+02
0.000000000000000000e+00,4.013440555296536445e+02
0.000000000000000000e+00,4.135059966063098500e+02
0.000000000000000000e+00,4.256679376829659986e+02
0.000000000000000000e+00,4.378298787596222041e+02
0.000000000000000000e+00,4.499918198362783528e+02
0.000000000000000000e+00,4.621537609129345014e+02
0.000000000000000000e+00,4.743157019895907069e+02
0.000000000000000000e+00,4.864776430662468556e+02
2.186219539925320654e-05,4.986395841429030611e+02
0.000000000000000000e+00,5.108015252195592097e+02
0.000000000000000000e+00,5.229634662962154152e+02
0.000000000000000000e+00,5.351254073728715639e+02
0.000000000000000000e+00,5.472873484495277125e+02
0.000000000000000000e+00,5.594492895261838612e+02
0.000000000000000000e+00,5.716112306028401235e+02
0.000000000000000000e+00,5.837731716794962722e+02
2.186219539925320654e-05,5.959351127561524208e+02
4.372439079850641309e-05,6.080970538328085695e+02
4.372439079850600651e-05,6.202589949094647181e+02
1.311731723955192189e-04,6.324209359861209805e+02
1.748975631940256523e-04,6.445828770627771291e+02
1.967597585932788691e-04,6.567448181394332778e+02
2.842085401902916817e-04,6.689067592160894264e+02
3.497951263880480521e-04,6.810687002927455751e+02
3.716573217873044943e-04,6.932306413694018374e+02
3.935195171865577381e-04,7.053925824460579861e+02
3.279329309887980609e-04,7.175545235227141347e+02
5.028304941828236861e-04,7.297164645993702834e+02
5.684170803805780508e-04,7.418784056760264320e+02
5.902792757798365529e-04,7.540403467526826944e+02
4.372439079850641173e-04,7.662022878293388430e+02
6.340036665783429322e-04,7.783642289059949917e+02
5.465548849813301737e-04,7.905261699826511403e+02
5.902792757798310235e-04,8.026881110593072890e+02
6.995902527761026094e-04,8.148500521359635513e+02
8.307634251716217470e-04,8.270119932126197000e+02
7.214524481753557990e-04,8.391739342892758486e+02
1.202420746958926187e-03,8.513358753659319973e+02
1.114971965361903020e-03,8.634978164425881459e+02
1.617802459544737115e-03,8.756597575192444083e+02
2.689050034108144381e-03,8.878216985959005569e+02
3.891470781067070568e-03,8.999836396725567056e+02
4.197541516656615006e-03,9.121455807492128542e+02
6.033965930193827855e-03,9.243075218258690029e+02
6.536796424376708353e-03,9.364694629025252652e+02
6.230725688787163916e-03,9.486314039791814139e+02
5.662308608406579902e-03,9.607933450558375625e+02
5.290651286619274703e-03,9.729552861324937112e+02
4.722234206238648188e-03,9.851172272091498598e+02
3.694711022473791753e-03,9.972791682858061222e+02
3.257467114488727528e-03,1.009441109362462271e+03
3.016982965096913927e-03,1.021603050439118419e+03
2.120632953727560801e-03,1.033764991515774682e+03
2.229943930723826857e-03,1.045926932592430830e+03
2.011321976731294744e-03,1.058088873669086979e+03
1.814562218138015930e-03,1.070250814745743128e+03
1.421042700951458300e-03,1.082412755822399276e+03
1.311731723955192244e-03,1.094574696899055425e+03
9.400744021678878034e-04,1.106736637975711574e+03
8.963500113693814242e-04,1.118898579052367722e+03
5.465548849813198738e-04,1.131060520129023871e+03
3.060707355895448713e-04,1.143222461205680247e+03
2.404841493917852754e-04,1.155384402282336396e+03
1.311731723955192189e-04,1.167546343358992544e+03
2.186219539925320654e-05,1.179708284435648693e+03
6.558658619775960946e-05,1.191870225512304842e+03
4.372439079850641309e-05,1.204032166588960990e+03
