# density, value
2.019411449213958654e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.074412107602033650e+00
0.000000000000000000e+00,2.148824215204067301e+00
0.000000000000000000e+00,3.223236322806100951e+00
0.000000000000000000e+00,4.297648430408134601e+00
0.000000000000000000e+00,5.372060538010168251e+00
0.000000000000000000e+00,6.446472645612201902e+00
0.000000000000000000e+00,7.520884753214235552e+00
0.000000000000000000e+00,8.595296860816269202e+00
1.035595614981516498e-02,9.669708968418301964e+00
1.165045066854205995e-02,1.074412107602033650e+01
1.035595614981518232e-02,1.181853318362237104e+01
1.035595614981518232e-02,1.289294529122440380e+01
1.165045066854205995e-02,1.396735739882643657e+01
2.071191229963032995e-02,1.504176950642847110e+01
7.766967112361387177e-03,1.611618161403050564e+01
9.061461631088285618e-03,1.719059372163253840e+01
1.294494518726897747e-02,1.826500582923457117e+01
1.035595614981514763e-02,1.933941793683660393e+01
1.553393422472277435e-02,2.041383004443864024e+01
1.294494518726897747e-02,2.148824215204067301e+01
1.553393422472272231e-02,2.256265425964270577e+01
1.423943970599587418e-02,2.363706636724474208e+01
1.294494518726897747e-02,2.471147847484677484e+01
1.294494518726897747e-02,2.578589058244880761e+01
1.682842874344967279e-02,2.686030269005084037e+01
1.682842874344961381e-02,2.793471479765287313e+01
1.294494518726897747e-02,2.900912690525490945e+01
1.941741778090346621e-02,3.008353901285694221e+01
9.061461631088254393e-03,3.115795112045897497e+01
1.035595614981521702e-02,3.223236322806101128e+01
1.553393422472272231e-02,3.330677533566304049e+01
1.812292326217650879e-02,3.438118744326507681e+01
7.766967112361412330e-03,3.545559955086711312e+01
1.682842874344961381e-02,3.653001165846914233e+01
1.423943970599592448e-02,3.760442376607117865e+01
1.423943970599582734e-02,3.867883587367320786e+01
9.061461631088254393e-03,3.975324798127524417e+01
1.165045066854211893e-02,4.082766008887728049e+01
1.423943970599582734e-02,4.190207219647930970e+01
6.472472593634467919e-03,4.297648430408134601e+01
9.061461631088315108e-03,4.405089641168338233e+01
7.766967112361361156e-03,4.512530851928541153e+01
1.941741778090340376e-02,4.619972062688744785e+01
1.553393422472282466e-02,4.727413273448948416e+01
2.330090133708408520e-02,4.834854484209151337e+01
1.682842874344972484e-02,4.942295694969354969e+01
1.165045066854204260e-02,5.049736905729557890e+01
1.165045066854204260e-02,5.157178116489761521e+01
1.812292326217663022e-02,5.264619327249965153e+01
1.165045066854204260e-02,5.372060538010168074e+01
5.177978074907608509e-03,5.479501748770371705e+01
7.766967112361361156e-03,5.586942959530574626e+01
1.682842874344961381e-02,5.694384170290778258e+01
1.294494518726902084e-02,5.801825381050981889e+01
7.766967112361361156e-03,5.909266591811184810e+01
7.766967112361361156e-03,6.016707802571388441e+01
9.061461631088315108e-03,6.124149013331592073e+01
7.766967112361361156e-03,6.231590224091794994e+01
9.061461631088254393e-03,6.339031434851998625e+01
3.883483556180706165e-03,6.446472645612202257e+01
5.177978074907608509e-03,6.553913856372405178e+01
6.472472593634424551e-03,6.661355067132608099e+01
5.177978074907608509e-03,6.768796277892812441e+01
9.061461631088315108e-03,6.876237488653015362e+01
7.766967112361309114e-03,6.983678699413218283e+01
0.000000000000000000e+00,7.091119910173422625e+01
1.294494518726902127e-03,7.198561120933625546e+01
3.883483556180654557e-03,7.306002331693828467e+01
1.294494518726902127e-03,7.413443542454032809e+01
1.294494518726902127e-03,7.520884753214235730e+01
3.883483556180706165e-03,7.628325963974438650e+01
6.472472593634424551e-03,7.735767174734641571e+01
2.588989037453804255e-03,7.843208385494845913e+01
0.000000000000000000e+00,7.950649596255048834e+01
2.588989037453769994e-03,8.058090807015251755e+01
2.588989037453804255e-03,8.165532017775456097e+01
0.000000000000000000e+00,8.272973228535659018e+01
0.000000000000000000e+00,8.380414439295861939e+01
1.294494518726902127e-03,8.487855650056066281e+01
3.883483556180706165e-03,8.595296860816269202e+01
0.000000000000000000e+00,8.702738071576472123e+01
1.294494518726902127e-03,8.810179282336676465e+01
5.177978074907608509e-03,8.917620493096879386e+01
3.883483556180654557e-03,9.025061703857082307e+01
1.294494518726902127e-03,9.132502914617286649e+01
2.588989037453804255e-03,9.239944125377489570e+01
0.000000000000000000e+00,9.347385336137692491e+01
0.000000000000000000e+00,9.454826546897896833e+01
0.000000000000000000e+00,9.562267757658099754e+01
0.000000000000000000e+00,9.669708968418302675e+01
0.000000000000000000e+00,9.777150179178505596e+01
0.000000000000000000e+00,9.884591389938709938e+01
0.000000000000000000e+00,9.992032600698912859e+01
1.294494518726884997e-03,1.009947381145911578e+02
0.000000000000000000e+00,1.020691502221932012e+02
1.294494518726902127e-03,1.031435623297952304e+02
0.000000000000000000e+00,1.042179744373972596e+02
0.000000000000000000e+00,1.052923865449993031e+02
1.294494518726902127e-03,1.063667986526013323e+02
