# density, value
4.614091060972835834e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.119032224263458275e+00
0.000000000000000000e+00,2.238064448526916550e+00
0.000000000000000000e+00,3.357096672790374825e+00
0.000000000000000000e+00,4.476128897053833100e+00
0.000000000000000000e+00,5.595161121317291375e+00
0.000000000000000000e+00,6.714193345580749650e+00
0.000000000000000000e+00,7.833225569844207925e+00
1.122649893180738658e-03,8.952257794107666200e+00
2.245299786361477229e-02,1.007129001837112448e+01
1.683974839771108095e-02,1.119032224263458275e+01
1.683974839771108095e-02,1.230935446689804103e+01
1.347179871816886476e-02,1.342838669116149930e+01
1.122649893180738614e-02,1.454741891542495758e+01
1.347179871816884394e-02,1.566645113968841585e+01
1.459444861134962662e-02,1.678548336395187590e+01
1.347179871816888558e-02,1.790451558821533240e+01
1.459444861134957978e-02,1.902354781247878890e+01
1.234914882498810637e-02,2.014258003674224895e+01
1.459444861134962662e-02,2.126161226100570900e+01
1.459444861134962662e-02,2.238064448526916550e+01
1.908504818407252834e-02,2.349967670953262200e+01
1.122649893180737053e-02,2.461870893379608205e+01
1.796239829089184975e-02,2.573774115805954210e+01
1.571709850453036766e-02,2.685677338232299860e+01
1.347179871816884394e-02,2.797580560658645510e+01
1.347179871816884394e-02,2.909483783084991515e+01
1.234914882498814453e-02,3.021387005511337520e+01
7.858549252265183832e-03,3.133290227937683170e+01
1.347179871816880058e-02,3.245193450364028820e+01
7.858549252265183832e-03,3.357096672790375180e+01
1.010384903862666592e-02,3.468999895216720830e+01
8.981199145445924875e-03,3.580903117643066480e+01
1.234914882498814453e-02,3.692806340069412130e+01
8.981199145445865895e-03,3.804709562495757780e+01
5.613249465903701746e-03,3.916612784922104140e+01
1.234914882498814453e-02,4.028516007348449790e+01
6.735899359084400288e-03,4.140419229774795440e+01
2.245299786361481219e-03,4.252322452201141800e+01
3.367949679542221395e-03,4.364225674627487450e+01
3.367949679542221395e-03,4.476128897053833100e+01
4.490599572722962438e-03,4.588032119480178750e+01
4.490599572722932947e-03,4.699935341906524400e+01
3.367949679542221395e-03,4.811838564332870760e+01
2.245299786361481219e-03,4.923741786759216410e+01
2.245299786361466474e-03,5.035645009185562060e+01
2.245299786361481219e-03,5.147548231611908420e+01
2.245299786361481219e-03,5.259451454038254070e+01
1.122649893180740609e-03,5.371354676464599720e+01
1.122649893180740609e-03,5.483257898890945370e+01
1.122649893180733237e-03,5.595161121317291020e+01
0.000000000000000000e+00,5.707064343743637380e+01
2.245299786361481219e-03,5.818967566169983030e+01
0.000000000000000000e+00,5.930870788596328680e+01
0.000000000000000000e+00,6.042774011022675040e+01
0.000000000000000000e+00,6.154677233449020690e+01
0.000000000000000000e+00,6.266580455875366340e+01
1.122649893180740609e-03,6.378483678301711990e+01
1.122649893180733237e-03,6.490386900728057640e+01
0.000000000000000000e+00,6.602290123154404000e+01
0.000000000000000000e+00,6.714193345580750361e+01
0.000000000000000000e+00,6.826096568007095300e+01
0.000000000000000000e+00,6.937999790433441660e+01
0.000000000000000000e+00,7.049903012859786600e+01
0.000000000000000000e+00,7.161806235286132960e+01
0.000000000000000000e+00,7.273709457712479320e+01
0.000000000000000000e+00,7.385612680138824260e+01
0.000000000000000000e+00,7.497515902565170620e+01
0.000000000000000000e+00,7.609419124991515559e+01
0.000000000000000000e+00,7.721322347417861920e+01
0.000000000000000000e+00,7.833225569844208280e+01
0.000000000000000000e+00,7.945128792270553220e+01
0.000000000000000000e+00,8.057032014696899580e+01
0.000000000000000000e+00,8.168935237123245940e+01
0.000000000000000000e+00,8.280838459549590880e+01
0.000000000000000000e+00,8.392741681975937240e+01
0.000000000000000000e+00,8.504644904402283601e+01
0.000000000000000000e+00,8.616548126828628540e+01
0.000000000000000000e+00,8.728451349254974900e+01
0.000000000000000000e+00,8.840354571681319840e+01
2.245299786361466474e-03,8.952257794107666200e+01
0.000000000000000000e+00,9.064161016534012560e+01
0.000000000000000000e+00,9.176064238960357500e+01
0.000000000000000000e+00,9.287967461386703860e+01
0.000000000000000000e+00,9.399870683813048799e+01
1.122649893180733237e-03,9.511773906239395160e+01
0.000000000000000000e+00,9.623677128665741520e+01
2.245299786361466474e-03,9.735580351092086460e+01
3.367949679542200144e-03,9.847483573518432820e+01
1.122649893180747765e-03,9.959386795944779180e+01
3.367949679542200144e-03,1.007129001837112412e+02
1.122649893180733237e-03,1.018319324079747048e+02
0.000000000000000000e+00,1.029509646322381684e+02
0.000000000000000000e+00,1.040699968565016178e+02
0.000000000000000000e+00,1.051890290807650814e+02
0.000000000000000000e+00,1.063080613050285308e+02
0.000000000000000000e+00,1.074270935292919944e+02
1.122649893180747765e-03,1.085461257535554580e+02
0.000000000000000000e+00,1.096651579778189074e+02
1.122649893180747765e-03,1.107841902020823710e+02
