# density, value
1.050694185557138893e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.219744969549682700e+00
0.000000000000000000e+00,2.439489939099365401e+00
0.000000000000000000e+00,3.659234908649048101e+00
0.000000000000000000e+00,4.878979878198730802e+00
0.000000000000000000e+00,6.098724847748413502e+00
0.000000000000000000e+00,7.318469817298096203e+00
0.000000000000000000e+00,8.538214786847778015e+00
8.629931708888198549e-03,9.757959756397461604e+00
1.272914927061011107e-02,1.097770472594714519e+01
1.165040780699908365e-02,1.219744969549682700e+01
1.229765268516568380e-02,1.341719466504650882e+01
1.035591805066583826e-02,1.463693963459619241e+01
1.251340097788792259e-02,1.585668460414587599e+01
9.061428294332606742e-03,1.707642957369555603e+01
1.078741463611024819e-02,1.829617454324523962e+01
1.208190439244347797e-02,1.951591951279492321e+01
1.359214244149891185e-02,2.073566448234460680e+01
1.121891122155469107e-02,2.195540945189429038e+01
1.165040780699906804e-02,2.317515442144397042e+01
1.272914927061009199e-02,2.439489939099365401e+01
1.682836683233203748e-02,2.561464436054333760e+01
8.414183416165992718e-03,2.683438933009301763e+01
1.423938731966552761e-02,2.805413429964270122e+01
1.121891122155465811e-02,2.927387926919238481e+01
1.467088390510993580e-02,3.049362423874206840e+01
1.186615609972130683e-02,3.171336920829175199e+01
1.402363902694336167e-02,3.293311417784143202e+01
1.272914927061005383e-02,3.415285914739111206e+01
1.165040780699910100e-02,3.537260411694079920e+01
1.531812878327650645e-02,3.659234908649047924e+01
1.423938731966556924e-02,3.781209405604016638e+01
1.359214244149895175e-02,3.903183902558984641e+01
1.531812878327650645e-02,4.025158399513952645e+01
1.294489756333233599e-02,4.147132896468921359e+01
1.057166634338801113e-02,4.269107393423889363e+01
1.143465951427689691e-02,4.391081890378858077e+01
1.186615609972130683e-02,4.513056387333826081e+01
1.143465951427682925e-02,4.635030884288794084e+01
1.316064585605454008e-02,4.757005381243762798e+01
1.337639414877674765e-02,4.878979878198730802e+01
1.186615609972123918e-02,5.000954375153698805e+01
1.380789073422115758e-02,5.122928872108667520e+01
1.488663219783218673e-02,5.244903369063635523e+01
1.165040780699903335e-02,5.366877866018603527e+01
1.380789073422115758e-02,5.488852362973572241e+01
8.198435123443764336e-03,5.610826859928540244e+01
1.121891122155469107e-02,5.732801356883508959e+01
1.208190439244351266e-02,5.854775853838476962e+01
1.316064585605446376e-02,5.976750350793444966e+01
1.165040780699910100e-02,6.098724847748413680e+01
1.531812878327650645e-02,6.220699344703381684e+01
1.272914927061013016e-02,6.342673841658350398e+01
9.924421465221457822e-03,6.464648338613318401e+01
1.165040780699910100e-02,6.586622835568286405e+01
1.229765268516571849e-02,6.708597332523254408e+01
9.492924879776933403e-03,6.830571829478222412e+01
9.708673172499250256e-03,6.952546326433191837e+01
1.035591805066586775e-02,7.074520823388159840e+01
8.198435123443812908e-03,7.196495320343127844e+01
9.492924879777046160e-03,7.318469817298095847e+01
9.492924879776933403e-03,7.440444314253063851e+01
6.040952196221756332e-03,7.562418811208033276e+01
8.198435123443812908e-03,7.684393308163001279e+01
6.040952196221756332e-03,7.806367805117969283e+01
6.903945367110578789e-03,7.928342302072937287e+01
3.451972683555249062e-03,8.050316799027905290e+01
4.746462439888523080e-03,8.172291295982874715e+01
3.236224390833083997e-03,8.294265792937842718e+01
3.883469268999700189e-03,8.416240289892810722e+01
2.804727805388672768e-03,8.538214786847778726e+01
4.530714147166264340e-03,8.660189283802746729e+01
1.941734634499850095e-03,8.782163780757716154e+01
2.588979512666466937e-03,8.904138277712684157e+01
1.941734634499850095e-03,9.026112774667652161e+01
2.157482927222055709e-03,9.148087271622620165e+01
1.078741463611027854e-03,9.270061768577588168e+01
8.629931708888122655e-04,9.392036265532556172e+01
1.510238049055439083e-03,9.514010762487525596e+01
6.472448781666167343e-04,9.635985259442493600e+01
2.157482927222055872e-04,9.757959756397461604e+01
2.157482927222055872e-04,9.879934253352429607e+01
4.314965854444061328e-04,1.000190875030739761e+02
0.000000000000000000e+00,1.012388324726236704e+02
0.000000000000000000e+00,1.024585774421733504e+02
6.472448781666167343e-04,1.036783224117230304e+02
4.314965854444111743e-04,1.048980673812727105e+02
0.000000000000000000e+00,1.061178123508223905e+02
2.157482927222030664e-04,1.073375573203720705e+02
4.314965854444111743e-04,1.085573022899217648e+02
0.000000000000000000e+00,1.097770472594714448e+02
0.000000000000000000e+00,1.109967922290211249e+02
0.000000000000000000e+00,1.122165371985708049e+02
2.157482927222030664e-04,1.134362821681204849e+02
0.000000000000000000e+00,1.146560271376701792e+02
0.000000000000000000e+00,1.158757721072198592e+02
0.000000000000000000e+00,1.170955170767695392e+02
0.000000000000000000e+00,1.183152620463192193e+02
0.000000000000000000e+00,1.195350070158688993e+02
2.157482927222055872e-04,1.207547519854185936e+02
