# density, value
2.632180257223156183e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.070473631233594958e+00
0.000000000000000000e+00,2.140947262467189915e+00
0.000000000000000000e+00,3.211420893700784873e+00
0.000000000000000000e+00,4.281894524934379831e+00
0.000000000000000000e+00,5.352368156167974789e+00
0.000000000000000000e+00,6.422841787401569746e+00
0.000000000000000000e+00,7.493315418635164704e+00
0.000000000000000000e+00,8.563789049868759662e+00
1.204265477160920868e-02,9.634262681102354620e+00
1.777725228189930978e-02,1.070473631233594958e+01
1.892417178395732966e-02,1.177520994356954454e+01
1.318957427366722855e-02,1.284568357480313949e+01
1.089573526955118880e-02,1.391615720603673445e+01
1.146919502058021956e-02,1.498663083727032941e+01
2.121801078807333471e-02,1.605710446850392259e+01
1.548341327778324401e-02,1.712757809973751932e+01
1.089573526955120789e-02,1.819805173097111606e+01
1.548341327778329606e-02,1.926852536220470924e+01
1.032227551852216325e-02,2.033899899343830242e+01
1.204265477160918960e-02,2.140947262467189915e+01
1.605687302881230599e-02,2.247994625590549589e+01
1.146919502058021956e-02,2.355041988713908907e+01
1.089573526955117146e-02,2.462089351837268225e+01
1.032227551852216325e-02,2.569136714960627899e+01
1.261611452263824117e-02,2.676184078083987572e+01
1.318957427366725110e-02,2.783231441207346890e+01
1.204265477160918960e-02,2.890278804330706208e+01
8.601896265435135178e-03,2.997326167454065882e+01
1.032227551852223091e-02,3.104373530577425555e+01
1.204265477160918960e-02,3.211420893700784518e+01
1.605687302881225395e-02,3.318468256824144191e+01
9.748815767493153317e-03,3.425515619947503865e+01
1.089573526955117146e-02,3.532562983070863538e+01
1.949763153498643847e-02,3.639610346194223212e+01
1.204265477160918960e-02,3.746657709317582174e+01
1.777725228189928203e-02,3.853705072440941848e+01
1.318957427366729447e-02,3.960752435564301521e+01
1.376303402469621767e-02,4.067799798687660484e+01
1.146919502058018139e-02,4.174847161811020158e+01
7.454976763377117906e-03,4.281894524934379831e+01
1.548341327778324401e-02,4.388941888057739504e+01
8.028436514406180752e-03,4.495989251181099178e+01
1.089573526955117146e-02,4.603036614304458141e+01
1.032227551852216325e-02,4.710083977427817814e+01
8.028436514406180752e-03,4.817131340551177487e+01
1.261611452263819953e-02,4.924178703674536450e+01
9.175356016464145115e-03,5.031226066797896124e+01
7.454976763377117906e-03,5.138273429921255797e+01
1.089573526955117146e-02,5.245320793044615471e+01
8.601896265435192424e-03,5.352368156167975144e+01
9.175356016464145115e-03,5.459415519291334107e+01
8.601896265435135178e-03,5.566462882414693780e+01
1.089573526955124431e-02,5.673510245538053454e+01
9.175356016464145115e-03,5.780557608661412416e+01
6.881517012348108836e-03,5.887604971784772090e+01
7.454976763377117906e-03,5.994652334908131763e+01
8.028436514406126975e-03,6.101699698031491437e+01
1.204265477160926939e-02,6.208747061154851110e+01
6.881517012348154806e-03,6.315794424278210073e+01
6.881517012348108836e-03,6.422841787401569036e+01
4.014218257203063488e-03,6.529889150524928709e+01
7.454976763377117906e-03,6.636936513648288383e+01
5.734597510290090697e-04,6.743983876771648056e+01
4.014218257203063488e-03,6.851031239895007730e+01
2.293839004116036279e-03,6.958078603018367403e+01
5.734597510290090697e-03,7.065125966141727076e+01
3.440758506174054418e-03,7.172173329265086750e+01
3.440758506174100388e-03,7.279220692388446423e+01
3.440758506174054418e-03,7.386268055511804675e+01
1.720379253087027209e-03,7.493315418635164349e+01
1.720379253087027209e-03,7.600362781758524022e+01
1.146919502058018139e-03,7.707410144881883696e+01
5.734597510290090697e-04,7.814457508005243369e+01
1.146919502058018139e-03,7.921504871128603043e+01
5.734597510290166591e-04,8.028552234251962716e+01
0.000000000000000000e+00,8.135599597375320968e+01
5.734597510290090697e-04,8.242646960498680642e+01
0.000000000000000000e+00,8.349694323622040315e+01
0.000000000000000000e+00,8.456741686745399988e+01
0.000000000000000000e+00,8.563789049868759662e+01
0.000000000000000000e+00,8.670836412992119335e+01
0.000000000000000000e+00,8.777883776115479009e+01
0.000000000000000000e+00,8.884931139238838682e+01
0.000000000000000000e+00,8.991978502362198356e+01
0.000000000000000000e+00,9.099025865485556608e+01
0.000000000000000000e+00,9.206073228608916281e+01
1.146919502058018139e-03,9.313120591732275955e+01
0.000000000000000000e+00,9.420167954855635628e+01
1.720379253087027209e-03,9.527215317978995301e+01
0.000000000000000000e+00,9.634262681102354975e+01
1.720379253087050194e-03,9.741310044225714648e+01
5.161137759261081627e-03,9.848357407349072901e+01
4.587678008232072557e-03,9.955404770472432574e+01
2.867298755145045348e-03,1.006245213359579225e+02
1.146919502058018139e-03,1.016949949671915192e+02
1.146919502058018139e-03,1.027654685984251159e+02
5.734597510290090697e-04,1.038359422296587127e+02
1.146919502058018139e-03,1.049064158608923094e+02
1.146919502058018139e-03,1.059768894921259061e+02
